plateifu,log(N/Ha),log(O/Hb),EW(Ha)
8482-12704,0.156209235,0.417372802,20.97937059
8482-12705,-0.33567203,-0.419921796,18.91476822
8482-1902,-0.30215155,-0.380798657,16.16929984
8482-3702,-0.204994195,-0.090195519,15.52098012
8482-3704,0.100254988,0.222879845,16.96447039
8483-12701,-0.715106296,0.06115345,22.380476
8483-12703,0.088941886,0.54393595,7.220180273
8483-12705,-0.519631293,-0.289805398,7.1339221
8483-3704,-0.482688192,-0.626648701,6.929750204
8483-6101,-0.23876356,-0.484530364,43.20707798
8483-6103,-0.777088537,0.104767339,13.56288218
8483-9102,-0.498699334,-0.251453412,7.163970113
8484-12703,-0.37397984,-0.610936923,71.07525063
8484-12704,-0.146037044,-0.163724557,10.55090594
8484-12705,-0.652888287,0.053809505,6.258560181
8484-3701,-0.481130352,-0.219348595,31.71516895
8484-3702,0.042727644,0.004651549,7.476122499
8484-3703,-0.324020581,-0.205880105,12.05090046
8484-3704,-0.309941764,-0.406268387,22.81451368
8484-6101,-0.087685505,0.356120461,6.024301529
8484-6104,-0.807073627,0.207421055,8.236978531
8485-12701,-0.78350406,0.113686791,21.07036018
8485-12704,-0.756708093,0.110721801,14.32709694
8485-1901,-0.394782382,-0.623320867,33.26405525
8485-3701,-0.447365149,-0.206504843,49.51767921
8485-3702,-0.589078933,-0.010250404,51.18962765
8485-3704,-0.464653269,-0.465303956,13.52471781
8485-6102,-0.650165237,0.079036724,17.86414385
8485-6103,-0.292298074,-0.326648925,44.97690678
8485-9102,-0.294849461,-0.274073432,9.005804062
8486-12703,-0.791668232,0.252461568,8.228034377
8486-12705,-0.181347625,0.371577227,9.732976198
8486-1901,-0.439992148,-0.351980626,28.60435295
8486-6101,-0.297966648,-0.349623576,20.62163925
8486-6104,-0.196258353,-0.270378964,11.06055641
8486-9101,-0.502399961,-0.470450525,10.39121699
8486-9102,-0.513353034,-0.528775654,19.62777424
8487-12703,-0.457300152,-0.22137753,8.124710321
8487-12705,-0.597838855,-0.139881074,39.75199509
8487-3703,-0.609946254,-0.168148452,9.375459433
8487-9102,-0.019483452,-0.092704339,11.00133252
8488-12701,-0.514225467,-0.106583489,14.77620077
8488-12702,0.090770756,0.361724107,8.313645363
8488-12705,-0.270634918,-0.114123465,10.63625836
8488-1902,-0.483126689,-0.397883065,58.9102726
8488-3701,-0.52242929,-0.34108355,15.9651165
8488-3702,-0.570261533,-0.114975274,23.19681168
8488-6101,-0.103756494,0.093916199,7.182513237
8488-6104,-0.539818233,-0.129166883,7.148220062
8488-9101,-0.575289619,-0.174196073,14.10689354
8488-9102,-0.5971586,-0.071192792,7.897037864
8546-12702,-0.979627039,0.257235351,15.16802931
8546-12703,-0.584291164,-0.21314818,17.66048241
8546-12704,-0.301261922,-0.328676022,13.07135773
8546-12705,-0.390204558,-0.553671719,46.1931076
8546-1902,-0.399419116,-0.71908564,87.91815567
8546-3704,-0.344314432,-0.618970947,31.65523386
8546-6101,-0.364853883,-0.433898035,7.273434281
8546-6102,-0.143186867,0.340485628,42.2518158
8546-6103,-0.047160961,0.989376724,16.17998648
8546-9102,-0.474700496,-0.504873742,7.685084581
8547-12701,-0.113745596,0.309733679,67.94018364
8547-12703,-0.412238331,-0.510348785,9.829132318
8547-3703,-0.252746448,-0.274566963,10.19433284
8547-3704,-0.524007818,-0.30396832,27.34683847
8547-6102,-0.309964008,-0.483859857,52.88805103
8547-6103,-0.458127662,-0.584679962,10.43861508
8547-9102,-0.212824224,-0.591848056,25.43897438
8548-12701,-0.344369256,-0.331768287,17.89417076
8548-12703,-0.421365299,-0.410716198,6.724106073
8548-12704,-0.488016288,-0.320575013,69.1723423
8548-1902,-0.772128697,0.204718366,51.49462986
8548-3702,-1.0310608,0.403909282,65.1278801
8548-3704,-0.450899373,-0.488144683,19.47515106
8548-6102,-0.357371725,-0.442786812,22.66896486
8548-6103,-0.595013204,-0.073542768,36.90363503
8548-6104,-0.237290818,0.09806993,22.50898504
8548-9102,-1.179101578,0.538861385,30.92563486
8549-12701,0.03969243,0.632603757,52.15295982
8549-12702,0.156249115,0.230075547,29.27328444
8549-12704,-0.459598667,-0.401421656,15.02331948
8549-12705,-0.104070788,0.109271101,11.04149342
8549-1901,-0.71927386,0.133735263,20.57835388
8549-1902,-0.639882902,-0.009347839,52.3516674
8549-3702,-0.432708832,-0.165294797,6.084029436
8549-6102,-0.314574131,-0.37641212,9.613656282
8549-6103,-0.639063312,-0.183496334,12.58849883
8549-6104,-0.46887925,0.005121423,149.5427132
8549-9101,0.203990706,0.416006237,7.658317924
8549-9102,-0.395672207,-0.625413885,16.85376644
8550-12701,0.13886674,0.2928901,6.195947011
8550-12702,0.269399509,0.170522015,6.736807187
8550-12703,-0.296867287,-0.620778702,39.14994621
8550-12704,0.218541538,0.427727856,6.583783786
8550-12705,0.098494116,0.305800925,7.349920511
8550-3701,-0.104056946,-0.201420525,45.64517879
8550-3704,0.3126325,0.650281613,23.77980185
8550-6102,-0.438727006,-0.484929834,10.24064565
8550-6103,0.091983329,0.189510129,12.73508716
8550-9102,-0.296833415,-0.378852756,25.30989552
8551-12701,-0.198149863,0.070324845,12.2377429
8551-12702,-0.289453065,-0.331295451,9.753702402
8551-12704,-0.401487386,-0.496943009,16.04995584
8551-12705,-0.398627974,-0.544358908,100.3907509
8551-1902,-0.970901757,0.510094794,202.2151947
8551-3701,-0.604996804,-0.071594057,47.86828518
8551-3704,0.295050494,0.354953592,8.015179396
8551-6101,-0.80829903,-0.025626689,10.07933784
8551-6104,-0.458063843,-0.391394631,20.34858894
8551-9102,-0.588331036,-0.227946096,9.288643122
8552-12701,-0.1138816,0.580587373,19.30153894
8552-12702,-0.933720437,0.265886408,39.32049179
8552-12704,-0.385025324,-0.332303836,9.488039255
8552-12705,-0.621505561,0.050025104,38.86363125
8552-3701,-0.7761568,0.247660577,24.72018051
8552-3704,-0.535947428,-0.237200504,12.88791203
8552-6101,-0.693358333,-0.050564865,28.71324205
8552-6102,-0.535653392,-0.192392719,17.94100332
8553-12702,0.113189019,0.424268329,10.31024957
8553-12703,-1.14423836,0.599978676,34.96801853
8553-12704,0.111941104,0.378498345,6.556107362
8553-12705,-0.347502517,-0.203662579,32.45892143
8553-1901,-0.149565389,0.482848925,678.132019
8553-3703,0.049779552,0.022835592,6.019946257
8553-3704,-0.520045924,-0.141090851,96.36068153
8553-6102,-0.157116231,-0.095097712,9.759977579
8553-9101,0.096544992,0.082475614,7.884019256
8553-9102,-0.194171866,-0.04806892,27.58182716
8554-12703,0.049307265,0.199607533,6.203709602
8554-12704,-1.267452752,-0.07701868,11.21758127
8554-12705,-0.253136097,0.191640566,47.22220802
8554-3701,-0.395730465,-0.524939115,47.10934353
8554-3704,-0.392755488,-0.367399474,21.22485399
8554-6101,-0.524179028,-0.223426723,49.21002007
8554-9101,-0.499452015,-0.389058376,16.55435705
8555-12702,-0.216944879,-0.373413935,35.84880257
8555-12705,-0.229907313,0.132254017,6.790005445
8555-1901,-0.3731298,-0.341291878,22.70943975
8555-9102,-0.394708822,-0.387797726,9.794009447
8561-12701,-0.415099617,-0.615334823,6.48895812
8561-12702,-0.726961062,0.113478816,11.3313098
8561-12703,-0.733753641,0.445625914,42.20552444
8561-12704,-0.291800994,-0.549827574,9.675508261
8561-1902,-0.256250766,0.334177002,10.9740746
8561-3703,-0.388582048,-0.49158842,36.13313675
8561-3704,-0.114356127,0.795261443,22.15420628
8561-6102,-0.400377937,-0.300742968,13.36296892
8561-6103,-0.213925699,0.092866813,14.91474986
8561-6104,0.215363415,1.470492923,6.009730339
8561-9101,-0.33499034,-0.184942923,13.01169395
8562-12702,-0.700392865,0.072464328,17.41842318
8562-12703,-0.205185486,-0.154853269,6.855991721
8562-3702,-0.438724461,-0.715377807,60.1604023
8562-3703,-0.364108089,-0.452493825,17.67861748
8562-6101,-0.285420551,0.840822072,54.41639996
8562-6102,-0.054155949,0.024150129,9.622159243
8562-6103,-0.346497923,-0.717481095,115.0221577
8562-9102,0.035695397,0.237484933,17.96453524
8563-12701,-0.342621198,-0.356998685,26.5059104
8563-12705,0.146879039,0.139362505,10.75416803
8563-1902,-0.218287988,-0.221163396,16.59264851
8563-3701,-0.520917585,-0.229459772,19.61864614
8563-3702,-0.342084264,-0.374498398,81.36313057
8563-3704,-0.847446305,0.153338067,57.76647377
8563-6102,-0.626894314,-0.014695183,24.93151426
8563-6104,-0.376703127,-0.501516395,25.07182074
8563-9102,-0.667703804,0.025774443,11.80711436
8564-12701,-0.426768477,-0.53046565,12.80434895
8564-12703,-0.464802049,-0.272485938,9.572983265
8564-12705,-0.119276483,0.221411044,23.86933708
8564-1901,-0.749543041,0.063895583,34.89653301
8564-3701,-0.74242133,0.115525311,67.37606812
8564-3702,-0.425017137,-0.480502931,11.11671615
8564-3704,0.283815202,0.171915917,32.4332428
8564-6104,-0.936964951,0.264853247,25.01860905
8564-9101,-0.624733194,-0.146473529,12.60445929
8565-12701,-1.39614633,-1.35402278,23.2305541
8565-12703,-0.771802504,0.151504078,12.2194984
8565-12705,-0.447190921,-0.414570549,7.060593843
8565-1902,-0.137563465,-0.350303073,67.64957237
8565-3701,-0.384282965,-0.521337207,19.06924295
8565-3703,-0.042500066,1.046744033,79.32367706
8565-3704,-0.83008385,0.253706959,39.34201431
8565-6101,-0.32994183,0.180400243,6.306344032
8565-6102,-0.534057784,-0.199263957,13.17291856
8565-6103,-0.340592801,-0.41646017,6.993870735
8565-6104,-1.002842877,0.429084969,134.9494705
8565-9101,-0.638419107,-0.055742728,7.801619053
8565-9102,-0.549960759,-0.184618054,41.36731434
8566-12702,-0.459723681,-0.278786232,24.54288435
8566-12704,-0.405086635,-0.591658132,25.17145395
8566-12705,-0.500573161,-0.80994877,14.71696258
8566-3701,-0.430849108,-0.254265931,9.215622902
8566-3703,-0.48432503,-0.200577322,45.0997057
8566-3704,-0.826613376,0.445690268,148.8524323
8566-6102,0.202727562,0.438160731,6.208507379
8566-6103,-0.808511198,0.23225217,63.71426487
8566-9101,0.020752602,0.011596851,6.868097305
8566-9102,0.398936405,0.229348765,34.45959187
8567-12701,-0.49047706,-0.782458463,58.12928677
8567-12703,-0.414560878,-0.327284237,8.751485507
8567-1902,-0.406161451,-0.32615827,11.29837799
8567-3701,-0.382133471,-0.36697452,13.06865931
8567-6101,-0.307159928,-0.364655637,8.05303371
8567-6102,-0.858184637,0.243184259,14.97601271
8567-6103,-0.366564814,-0.641492911,71.87356758
8567-9101,-0.780438928,0.139804735,9.6055336
8567-9102,-0.387194505,-0.46690119,10.06876063
8568-12702,-0.441994034,-0.398604082,22.90858936
8568-12705,-0.437339771,-0.537352093,14.32363963
8568-1901,0.240225596,0.248922842,8.027050257
8568-3703,-0.772237716,0.258887159,148.989769
8568-3704,-0.351362901,-0.420027657,33.34598637
8568-6101,-0.30272464,-0.348343927,27.67366266
8568-6103,-0.440416545,-0.389631862,20.03299379
8568-9101,-0.135562533,-0.178888633,46.62345505
8588-12702,-0.511494377,-0.444026252,29.32500219
8588-12703,-0.481248376,-0.511619218,8.935638905
8588-12704,0.056369247,0.735468444,29.09575796
8588-12705,-0.451339124,-0.580165089,71.28017807
8588-1901,-0.381545116,-0.325400134,24.58659077
8588-3702,-0.035462159,0.285185237,25.13577843
8588-3703,-0.511016262,-0.400390697,33.25201321
8588-6101,-0.163367621,-0.129318784,57.00210571
8588-9101,-0.051716563,0.10181998,8.568201065
8588-9102,-0.280395841,-0.438228641,11.38472104
8589-12701,-0.577126813,-0.308259797,16.40358543
8589-12702,-0.393484672,-0.34136714,8.506829739
8589-12703,-0.500429217,-0.262314834,8.985114336
8589-12704,-0.499812922,-0.530547872,21.37146425
8589-1902,-0.02928905,-0.034381704,18.98922014
8589-3702,0.004545873,0.1779431,6.021805445
8589-3704,-0.372350159,0.648843836,7.89869082
8589-9101,-0.370818154,-0.577014611,9.005582809
8591-12701,-0.601498689,-0.199962663,9.250615358
8591-12702,-0.540423245,-0.229327522,9.983555317
8591-12705,-0.269269818,-0.328014262,15.87410378
8591-3703,-0.560248774,-0.032597232,9.949016094
8591-9101,0.051859279,0.318300855,10.83268404
8592-12701,-0.862114969,0.296959759,15.42111874
8592-12702,-0.505991169,-0.246204883,8.27836442
8592-3702,-0.516997257,-0.073638255,60.48154926
8592-3703,-0.40318914,-0.648650404,37.90854073
8592-3704,-0.562504555,-0.099803651,17.01414871
8592-6101,-0.422327114,-0.65688138,71.47039986
8592-6102,-0.054198083,0.070223433,11.14398003
8592-6104,-0.463714582,-0.05750336,8.248498917
8592-9101,-0.401124427,-0.517638553,12.14437509
8593-12701,-0.222503536,-0.187961883,11.51699734
8593-12702,-0.491818783,-0.227046956,8.433310628
8593-12703,-0.302074858,-0.226419715,7.715596437
8593-12704,-0.15937737,-0.266562722,21.57164955
8593-12705,0.102753476,0.504407315,92.47375298
8593-1901,-0.4817642,-0.071961568,17.04836702
8593-3703,0.106540362,-0.016686685,36.81158638
8593-6103,0.193927849,0.289168516,7.095629334
8593-6104,-0.14837103,-0.00846164,11.72016001
8593-9102,-0.868587629,0.233776045,7.464553595
8595-12702,-0.42815943,-0.448075479,13.4124279
8595-12703,-0.462512709,-0.445664543,6.715061824
8595-12704,-0.142669712,0.072930557,8.284484386
8595-12705,-0.069843204,0.041812915,12.06174111
8595-1902,-0.400707258,-0.143905637,43.47325611
8595-3703,-0.120034108,-0.326632317,160.5699196
8595-3704,-0.343904922,-0.597030567,7.382552624
8595-6102,-0.395126071,-0.402932479,6.298041185
8595-6103,-0.468511992,-0.604321274,20.82882452
8595-6104,-0.380879146,-0.394925312,29.26254034
8596-12702,-0.107524802,0.411888773,26.35422087
8596-12703,-0.488636567,-0.145460209,6.317342162
8596-12704,0.370450382,0.303500965,6.211683154
8596-1902,-0.212611803,0.216400721,8.831984758
8596-3701,0.188154926,0.290113356,181.5341034
8596-6101,0.112469413,0.269370208,12.39097023
8596-6102,-0.469105639,-0.616064391,37.49532413
8596-6103,-0.833755343,0.29038539,98.12948227
8596-6104,-0.220734269,-0.302276533,35.35737896
8596-9101,-0.530775786,-0.678311674,25.0992322
8597-12702,0.217725773,0.297780189,7.999049067
8597-12703,0.025499126,0.265553803,8.691510916
8597-12705,-0.480444106,-0.491979208,10.60281301
8597-1901,-0.443298842,-0.142700504,24.52089977
8597-3702,-0.50338115,-0.836385875,6.117006183
8597-3703,0.119026445,0.029857478,40.44175625
8597-3704,0.139726659,0.149780724,8.330042839
8597-6103,-0.479335508,-0.740498278,37.25428677
8597-6104,-0.684737078,0.002664697,25.53035641
8597-9102,-0.488137708,-0.470939275,15.80889821
8598-12701,-0.343515471,-0.289264958,14.86128378
8598-12702,-0.313290309,-0.298187912,15.62909889
8598-12704,-0.833619617,0.297478482,30.87609053
8598-3702,-0.726832754,0.212976987,42.40321827
8598-3703,-0.575921429,-0.164938525,19.88161945
8598-6103,-0.533036756,-0.189500926,9.583910704
8598-9102,-0.104246239,0.393746767,22.92736626
8600-12701,-0.348062758,-0.581464687,19.42081881
8600-12704,-0.519472526,-0.50082684,29.00361633
8600-1901,-0.572747115,-0.151559031,126.6008949
8600-3704,-0.391712621,-0.5977699,74.54771423
8600-6104,-0.456805001,-0.275950734,28.21774626
8601-12702,-0.451033086,-0.563644835,11.98823047
8601-12703,0.932925484,-0.596412072,18.39139938
8601-12705,-0.071599389,0.483642909,7.860865116
8601-3703,-0.947853375,0.344135428,23.12924814
8601-6103,-0.13475719,-0.115628659,17.7283721
8601-6104,0.200616475,0.397064391,6.383005937
8601-9101,-0.384880263,-0.367573718,7.587745428
8602-12701,0.280450282,0.319350402,30.10865068
8602-3701,-0.357721415,-0.512399018,16.95936155
8602-6102,-0.542848286,-0.462251584,17.35424042
8602-6104,-0.305132217,-0.109173816,13.05662012
8602-9101,-0.484974031,-0.339084678,18.892694
8603-12704,-0.458000039,-0.770254448,35.78483009
8603-6101,0.280351446,0.052489411,19.59193039
8603-6103,-0.488549234,-0.612490463,33.36539268
8603-9102,-0.324386437,-0.408060802,19.32972813
8604-12702,-0.323983944,-0.49751576,50.6991806
8604-12704,-0.524607889,-0.649232013,42.71595287
8604-6101,-0.564972804,-0.030658526,13.39520979
8604-6102,0.120959829,0.220500619,6.798279126
8604-9102,-0.640675012,-0.046155042,131.882019
8606-12701,0.266532168,0.596895141,8.572142363
8606-12705,-0.483990583,-0.57379126,14.21276736
8606-3701,0.237176738,0.313964997,6.201004744
8606-3703,-0.324702427,-0.351394287,20.11798429
8606-6101,-0.464085581,-0.503563257,13.61698413
8606-9102,-0.669298394,0.069098402,101.8018436
8610-12703,-0.155328569,-0.276317805,46.6347332
8610-12704,-0.889113945,0.32989237,7.564787507
8610-1901,-0.745724112,0.171263147,27.49602509
8610-3701,-0.570794005,0.10986854,29.5806675
8610-3702,-0.425895977,-0.539785868,26.49132252
8610-3703,-0.69139354,0.185135738,61.99019432
8610-3704,-0.332402084,-0.182352656,17.17029715
8610-6101,-0.352670905,-0.236630257,13.04855275
8610-6102,-0.498238016,-0.297555437,27.62221384
8610-6103,-0.482392303,-0.439996336,6.969567776
8611-12701,-0.469421817,-0.399395556,23.66560268
8611-12702,-0.266076663,0.01288727,15.35934162
8611-12703,-0.120421526,0.039776952,14.91124821
8611-12704,-0.356318471,-0.490818589,28.60736275
8611-12705,-0.716599758,-0.086019674,14.18959745
8611-3702,-0.309846865,-0.459510996,68.72827911
8611-3704,-0.124968983,0.334442827,11.17778778
8611-6101,0.024551038,0.184151388,7.61749649
8611-6102,-0.444077498,-0.599382846,10.81304049
8611-6103,-0.442304996,-0.601252486,16.66416931
8611-6104,-1.369464935,0.651637935,27.32092237
8611-9102,-0.237848206,-0.265262551,20.20775557
8612-12702,0.04155184,0.432550269,8.858710766
8612-12703,-0.593767527,-0.136947669,24.19806623
8612-12704,0.041419413,1.01391312,89.31625938
8612-12705,-0.20805856,0.208283779,16.4721489
8612-1901,0.262322506,-0.494967967,35.14689827
8612-1902,-0.414429805,0.122587059,16.62622643
8612-3704,-0.039752489,0.072242265,94.69862556
8612-6104,-0.136891713,-0.067726297,27.8198061
8612-9101,-0.526436882,-0.502980741,45.64073753
8613-12701,-0.490530327,-0.830739442,19.51194572
8613-12702,0.045323349,0.379193035,7.061223507
8613-12703,-0.494667407,-0.156455063,100.6569557
8613-1902,-0.394583459,0.024234614,25.56195068
8613-6101,-0.360633618,-0.537217647,10.89771581
8614-12702,-0.647794238,-0.033721231,9.069241524
8614-12703,-0.091778286,0.868583632,35.78726578
8614-12704,-0.193516565,-0.188983047,12.80148935
8614-3703,0.23544014,0.16017379,27.41865253
8614-6101,-0.412951466,-0.404752703,37.03845978
8614-6102,-0.400478119,-0.517546604,13.56058478
8624-12702,-0.315428358,-0.372867894,27.48874569
8624-12703,-0.322977696,-0.516746534,31.83453321
8624-12705,-0.840270749,0.191844274,6.583159208
8624-1902,-0.654848829,0.044636666,25.10449171
8624-3702,0.417536423,0.8805788,16.00615525
8624-6102,-0.496892468,-0.543557036,8.358109474
8624-9101,-0.473903981,-0.504034709,16.9781208
8624-9102,-0.346206484,-0.618575267,41.90607738
8625-12702,-0.44209161,-0.387703225,9.148191214
8625-12704,0.341781483,0.057377081,19.89950943
8625-12705,-0.479385091,-0.745758035,26.76752758
8625-1901,-0.563811884,-0.876110007,25.96702862
8625-3703,-0.400701168,-0.632691991,8.844002485
8625-6101,-0.607610912,-0.044947173,6.789074898
8625-6103,0.143735386,0.305028766,8.419594884
8625-9101,-0.239796097,-0.326167588,17.2559166
8625-9102,-0.456119912,-0.563314289,11.02456379
8626-12702,-0.311854662,-0.530213735,76.03497124
8626-12703,-0.294198349,-0.275026254,20.83959198
8626-12704,-1.286588197,0.783030087,876.6153564
8626-3702,-0.445212191,-0.405348907,34.78290939
8626-3703,-0.440959529,-0.413405436,61.30340576
8626-9101,-0.31949613,-0.390010487,11.23078895
8710-12703,-1.13497398,0.435447074,54.7591362
8710-12704,-0.588719006,-0.302623639,20.29152966
8710-3702,-0.256437114,-0.085093283,11.7064476
8710-6102,-0.036840084,0.817729358,192.4037247
8710-6103,-0.552779115,-0.12569764,8.042768002
8710-6104,-0.413818709,-0.552778602,8.596757412
8711-12701,-0.155873157,0.613162817,21.25675964
8711-1902,-0.416596991,0.247048334,12.72172546
8711-3701,-0.824103194,0.270220965,23.53396559
8711-3704,-0.4929567,-0.282655743,51.37954044
8711-6103,-0.567216294,-0.22661048,11.37860656
8712-12702,-0.525187512,-0.011517552,24.79869604
8712-12703,-0.111908797,-0.044646698,8.387324572
8712-12704,0.251444999,0.337837985,7.998244524
8712-3703,-0.415263661,-0.380810598,9.494579315
8712-6101,-0.426728185,-0.359889373,53.14841557
8712-6102,-0.37364925,-0.290375168,16.35318041
8712-6103,-0.557325764,-0.016180185,38.46111774
8712-6104,-0.072337452,0.220102806,26.91605043
8712-9101,-0.768526079,0.07990339,16.4806633
8713-12701,-0.380960447,-0.325663707,6.459214926
8713-12702,-0.533611091,-0.19050107,15.54270911
8713-12703,-0.680965077,-0.001541398,15.08893132
8713-12704,-0.580265046,-0.106216068,12.20811415
8713-12705,-0.712563279,0.065399736,9.206031561
8713-1902,-0.853940783,0.299836568,57.29012012
8713-3701,-0.873947559,-0.053500435,12.28724051
8713-6101,-1.246149222,0.420077043,18.03085327
8713-6104,-0.322704044,-0.43066033,24.32196808
8713-9102,-0.276286131,0.113203737,156.4012756
8714-12702,-0.476472973,-0.598825795,8.340748668
8714-3701,0.070224237,0.112209491,9.68897295
8714-3703,-0.563217975,-0.078372639,15.71764445
8714-3704,0.32711926,0.713057415,26.02141094
8714-6101,-0.537647054,-0.426745518,85.73578644
8714-6102,-0.072702352,0.233751168,12.31688476
8714-6104,-0.754517489,0.26030566,38.76984787
8715-12704,-0.842621884,0.295706169,26.92338133
8715-1902,-0.637277625,0.091654449,8.169424772
8715-3702,0.115896239,1.081086344,269.6727982
8715-6101,-0.289344409,-0.371001733,9.711383104
8715-6102,-0.61724927,-0.096780202,15.26941133
8715-9101,-0.318711038,-0.601190213,31.88308287
8715-9102,-0.424575029,-0.460023309,23.84271574
8716-12702,-0.893954289,0.176297999,14.64654875
8716-12703,-0.494305749,-0.2208963,7.013913512
8716-12704,-0.365512408,-0.388500106,8.193665743
8716-12705,-0.354768173,-0.461254798,9.830501239
8716-3701,-0.143303214,0.03545534,17.66800404
8716-3702,-0.424997954,-1.514404216,13.6547308
8716-6101,-0.479279292,-0.408966867,31.27406311
8716-6102,-0.420631182,-0.5688139,6.103415728
8716-9102,-0.451610454,-0.480694716,17.69103432
8717-12703,-0.770818484,0.113128298,11.42567205
8717-12705,-0.790856332,0.048052481,6.141444802
8717-3703,-0.434192429,-0.375461006,73.14889336
8717-3704,-0.411427663,-0.71797201,88.88543701
8717-6102,-0.271365029,-0.216703824,7.67208302
8717-9101,0.024604713,0.226855541,14.78557134
8718-12701,-0.011577833,0.731992345,12.98509121
8718-12702,0.133715024,0.893462859,24.06084108
8718-12703,-0.721967515,-0.075428036,7.584011078
8718-1902,-0.604933555,0.107624311,33.66259766
8718-3703,-0.652825946,0.006975018,51.40012455
8718-6102,-0.155442581,-0.242741001,17.994524
8718-6104,-0.480878229,-0.283886668,34.70934296
8718-9101,-0.369787955,-0.674966057,19.95332527
8719-12702,-0.562958996,-0.009019225,108.9714088
8719-12705,-0.868695991,0.266871752,9.638614893
8719-3702,-0.562024393,-0.098152743,8.102155685
8719-3703,-0.498453857,-0.326247882,14.00949073
8719-6101,-0.420028031,-0.349109806,9.460174322
8719-6103,0.022369432,0.319993308,15.42958975
8719-6104,-0.548227996,-0.304157096,13.00808334
8719-9101,-1.045006516,0.380433514,16.44064856
8719-9102,-0.259197636,-0.097319203,7.743579149
8720-12704,-0.7308686,0.042888196,11.44897795
8720-1901,-0.261651188,0.991155028,9.747601748
8720-1902,-0.468071101,-0.238385278,92.5209198
8720-3701,-0.202230758,0.027861206,9.415052891
8720-6103,-0.723165533,0.147854432,12.33035517
8720-6104,-0.954687972,0.185014681,7.430092573
8721-12702,-0.477740154,-0.395605938,9.646823645
8721-12703,0.254116951,0.004930131,6.768673539
8721-3701,-0.347460639,-0.409234442,11.07653832
8721-6101,-0.531810712,-0.117640174,40.04556751
8721-6102,-0.342586957,-0.235327233,19.26899099
8721-6103,0.197582831,0.24029471,6.902190447
8722-12703,-0.426221799,-0.539425135,11.44454503
8722-12704,-0.429834806,-0.474363562,6.145699183
8722-12705,-0.433196497,-0.559908871,19.73267746
8722-1901,0.053165474,-0.008383327,10.13055992
8722-1902,-0.521150539,-0.34830019,6.386237502
8722-3701,-1.046970838,0.434661314,114.389534
8722-3703,-0.616176191,-0.057807755,8.892622471
8723-12701,-0.315464366,-0.287698653,13.89279413
8723-12703,-0.341274323,-0.208103253,13.92996764
8723-12704,0.168493116,0.605997412,12.49570894
8723-12705,0.213619289,0.391017689,12.38856649
8723-1901,-0.21159139,-0.069232539,8.39460659
8723-1902,-0.28388046,-0.27700143,35.29853535
8723-3702,-0.246266995,0.205069687,78.02079201
8723-3703,-0.268298553,-0.157336673,12.75755262
8723-6101,-0.495507502,-0.592500603,24.71380997
8723-6104,0.029143805,0.661320793,41.48076057
8723-9102,0.113855132,-0.005257645,6.433316867
8724-12701,-0.286535057,-0.510661071,8.949370146
8724-12705,-0.387613447,-0.099166798,6.535274625
8724-1902,-0.433404705,-0.611051294,20.17588329
8724-3704,-0.478728593,-0.656269701,8.170473814
8724-6103,-0.53996632,-0.074132459,13.32800174
8724-9101,-0.5321895,-0.245555451,15.96096802
8724-9102,-0.537564567,-0.309988218,12.75779009
8725-3701,-0.715188928,0.164453399,48.22017574
8725-3703,-0.303582265,-0.584247144,25.99080801
8725-6102,-0.297097525,-0.615227446,50.18452454
8725-9101,-1.272408259,0.512579119,145.5693092
8725-9102,-0.169857474,0.689474187,22.26108313
8936-12703,-0.933715021,0.012494073,8.496097247
8936-12704,-0.974973221,0.387193739,38.65372181
8936-6104,-1.063493373,0.485737498,108.099556
8937-12701,-0.348899995,-0.142070834,6.811666171
8938-12701,-0.27443122,-0.286201827,6.004982948
8938-12702,0.20032985,0.243356225,13.61835146
8938-12705,-0.547508693,-0.130500191,52.55915642
8938-3701,-0.235114936,-0.473233511,19.52417183
8938-3703,-0.389518239,-0.666527527,10.17976713
8938-9101,-0.37612536,-0.487475265,8.701331615
8943-12703,-0.523747661,-0.197744494,11.29999002
8943-12704,-0.658228778,0.239652771,127.8777924
8943-1901,-0.305066043,-0.21481836,45.40384483
8943-3702,0.00519299,0.018064803,13.9697845
8943-6102,-0.353523417,-0.174525364,8.299828053
8943-6103,-0.81470722,0.015732849,7.485672712
8943-9101,-0.163133951,0.233451656,8.212391853
8944-12702,-0.322577943,-0.327480139,12.47696948
8944-12703,-0.473932892,-0.930195676,38.79673958
8944-12705,-0.266329398,-0.139218027,7.342914939
8944-1901,-0.836636198,0.1570761,7.582879384
8944-3701,-0.68430806,-0.019589986,18.81624937
8944-3703,-0.414136399,-0.62845778,25.58651257
8944-3704,-0.464549635,-0.70131226,18.25753069
8944-6101,-0.584866276,-0.123268674,16.58961153
8944-6103,-0.456880616,-0.71525036,41.3486824
8944-6104,-0.693646399,0.088602264,15.52680087
8944-9101,-0.641367617,0.017758673,17.36345267
8944-9102,-0.720588342,0.050680951,15.58385825
8945-12701,-0.440799572,-0.362846911,22.92056465
8945-12702,-0.420708624,-0.562079854,24.95525169
8945-12705,-0.442763552,-0.34933164,12.70562029
8945-3702,-0.677274905,0.082864443,179.0013809
8945-3703,0.022037023,0.440008199,6.021349748
8945-6101,-0.411394931,-0.336756003,11.95094776
8945-6103,-0.15668205,0.149490039,21.80464792
8945-9101,-0.466668966,-0.216151538,12.81450033
8945-9102,-0.134396959,-0.143767159,8.230846882
