Log(N/Ha),Log(O/Hb),Predicted
-0.530379131,-0.523640349,SFG
-0.382542801,-0.500497388,SFG
-0.262517034,0.098036933,SFG
-0.651235014,0.082020915,SFG
-0.478354885,-0.690768176,SFG
-0.296068918,-0.199496811,SFG
-0.391607705,-0.537974361,SFG
-0.710239625,0.102382774,SFG
-0.235930772,-0.092977291,SFG
0.099213489,0.386260288,AGN
0.215973562,0.807705197,AGN
-0.306984154,0.134897672,SFG
-0.454218241,-0.470597994,SFG
-0.406698638,-0.484073592,SFG
-0.170293146,0.70751557,AGN
-0.622304029,-0.084909881,SFG
-0.64788624,0.307762286,SFG
-0.208395649,-0.256885796,SFG
-0.43163822,-0.480670608,SFG
-0.487165602,-0.259100869,SFG
-0.521223751,-0.519385891,SFG
-0.423032327,-0.65354584,SFG
-0.747819936,0.052969665,SFG
-0.243932632,-0.162181116,SFG
-0.600823351,-0.115428222,SFG
-0.466293666,-0.631630639,SFG
-0.529438327,-0.618454223,SFG
0.10285923,0.296787971,AGN
-0.039107116,0.493530145,AGN
-0.321304566,-0.751346671,SFG
-0.382350987,-0.359974382,SFG
0.206527777,0.183771751,AGN
-0.305299759,0.046056409,SFG
0.138954564,0.096623564,AGN
-0.229436864,-0.077461839,SFG
-0.47482457,-0.693526144,SFG
0.409780518,0.27295243,AGN
-0.332725103,-0.388322467,SFG
-0.412040975,-0.289515935,SFG
-0.216975213,0.050176609,SFG
-0.073333577,0.408375478,AGN
0.030933178,0.296629324,AGN
-0.217996412,0.628688542,AGN
-0.05638186,-0.15320502,SFG
-0.392471971,-0.291997124,SFG
-0.225108482,-0.425660409,SFG
0.241230562,0.458370908,AGN
-0.445570955,-0.497410971,SFG
-0.482128501,-0.563751779,SFG
-0.041084777,0.634595909,AGN
0.189238713,0.773137304,AGN
-0.555303979,-0.41545648,SFG
-0.409330281,-0.510962642,SFG
-0.114481479,0.253463734,AGN
-0.310705032,-0.309332003,SFG
-0.360651198,0.062000602,SFG
-0.331860964,-0.297808357,SFG
-0.43024146,-0.421253611,SFG
-0.363993316,-0.543305241,SFG
-0.402242587,0.063850067,SFG
0.032008346,0.116515116,AGN
-0.179042297,-0.309085215,SFG
-0.958329221,0.383759392,SFG
-0.396695596,-0.438530573,SFG
-0.286152781,-0.352666233,SFG
-0.32268167,-0.435155838,SFG
-0.501887425,-0.278841478,SFG
-0.578460485,-0.008353555,SFG
-0.401140846,-0.558801912,SFG
-0.35599897,-0.572135424,SFG
-0.541504747,-0.247522422,SFG
-0.385618824,-0.368432803,SFG
-0.507507304,-0.509677142,SFG
-0.150284917,-0.236009204,SFG
-0.642955269,-0.152578687,SFG
-0.418607293,-0.463194557,SFG
-0.265506683,-0.100128982,SFG
-0.68406863,0.119386139,SFG
-0.40163537,-0.594666386,SFG
-0.602101554,-0.077368836,SFG
-0.476442712,-0.610239082,SFG
-0.668270739,0.075868765,SFG
-0.039244409,-0.038751668,SFG
-0.125723129,-0.264665105,SFG
-0.338048885,-0.429204981,SFG
-0.427548928,-0.00576721,SFG
-0.503069587,-0.463031169,SFG
0.233231695,0.234503275,AGN
0.184818127,0.43189856,AGN
0.142517245,0.368249978,AGN
0.040747967,0.30798438,AGN
-0.030043333,0.640984188,AGN
-0.749011253,0.148018116,SFG
-0.410148858,-0.54094784,SFG
-0.402071763,-0.332481408,SFG
-0.870438672,0.096924959,SFG
-0.48176053,-0.206518373,SFG
-0.189023908,-0.038783679,SFG
-0.087452963,0.331606766,AGN
-0.809761748,0.171010873,SFG
-0.448637662,-0.431747271,SFG
-0.883069166,0.191945885,SFG
0.241379367,0.54202541,AGN
-0.719696219,0.000450406,SFG
-0.449132452,-0.3677091,SFG
0.152707827,0.180676662,AGN
-0.308701295,-0.370420026,SFG
-0.638058883,-0.043253158,SFG
-0.693889686,0.219576039,SFG
-0.274194203,-0.246765692,SFG
-0.780653837,0.138103157,SFG
-0.43367551,-0.416427794,SFG
-0.875198605,0.319899557,SFG
-0.426774684,-0.566596666,SFG
-0.989273061,0.353018368,SFG
-0.685413212,-0.02620895,SFG
0.128145264,0.207423167,AGN
-0.138797553,-0.074646798,SFG
-0.218000927,-0.318552209,SFG
-0.30165285,-0.309567975,SFG
-0.092115795,0.431007925,AGN
-0.454700899,-0.697877699,SFG
-0.291057805,-0.392130689,SFG
0.164810357,0.26644018,AGN
-0.481036939,-0.543254924,SFG
-0.163038059,-0.244707741,SFG
-0.379863697,-0.511752671,SFG
0.254278227,0.584477299,AGN
-0.545806919,-0.011998848,SFG
-0.212098404,-0.173016128,SFG
-0.391408029,-0.555858137,SFG
0.396553359,0.363142002,AGN
0.321115615,0.083481097,AGN
-0.330203848,-0.401714362,SFG
-0.302029241,-0.347051564,SFG
-0.480996919,-0.585048398,SFG
-0.829751967,0.255047152,SFG
-0.492244511,-0.527072284,SFG
-0.424294127,-0.506459176,SFG
-0.293194642,-0.419356272,SFG
-0.511109252,-0.347494891,SFG
0.321907177,0.4306388,AGN
0.114398203,-0.160852384,AGN
-0.033004003,0.877395364,AGN
0.218710849,0.194271404,AGN
-0.364597334,-0.520228041,SFG
-0.098631209,0.060461858,SFG
-0.293573376,-0.101021279,SFG
0.020992141,0.344149785,AGN
-0.271388003,-0.594556007,SFG
-0.162263415,-0.126295122,SFG
-0.852888335,0.271171147,SFG
-0.914260843,0.249898985,SFG
-0.865992663,0.269504204,SFG
-0.611524626,0.037439037,SFG
-0.487702377,-0.076663419,SFG
-0.283708618,-0.586308702,SFG
-0.285058094,-0.347669242,SFG
0.127022503,0.118791477,AGN
-0.118118888,-0.099784478,SFG
-0.334995315,-0.331118242,SFG
-0.571230916,-0.293187944,SFG
-0.31134813,-0.144074194,SFG
-0.591228584,-0.10431635,SFG
-0.42154294,-0.215420669,SFG
-0.69795226,0.02728961,SFG
-0.549642499,-0.210889018,SFG
-0.363086328,-0.631018504,SFG
-0.213940259,-0.231965329,SFG
0.200667842,0.8035468,AGN
0.064841489,0.585870913,AGN
-0.306841783,-0.290358284,SFG
-0.206478916,-0.366977829,SFG
-0.044254227,-0.056205301,SFG
-0.455842101,-0.657149232,SFG
-0.828115988,0.066798822,SFG
-0.326504368,-0.396631979,SFG
-0.278341889,-0.509137105,SFG
-0.749726022,0.202088361,SFG
-0.313370314,-0.285754743,SFG
-0.630610883,0.060148905,SFG
-0.21423074,-0.342301965,SFG
-0.079320808,0.12340914,AGN
-0.595178443,0.075143355,SFG
-0.942589523,0.187165939,SFG
-0.375466993,-0.425513138,SFG
0.009186188,0.385250999,AGN
-0.123430609,0.873005898,AGN
-0.376278243,-0.629012096,SFG
-0.320717763,-0.526881698,SFG
-0.363386745,-0.37790309,SFG
-0.354021313,-0.359396031,SFG
0.109596326,0.602031987,AGN
-0.8029115,-0.055882674,SFG
-0.320060373,-0.446606612,SFG
-0.236248682,-0.656478218,SFG
-0.54122536,-0.144050871,SFG
-0.721928092,0.081470927,SFG
-0.549795694,-0.296137673,SFG
-0.411844918,-0.538989818,SFG
0.143134457,0.210446104,AGN
-0.487479462,-0.064813822,SFG
-0.387001566,-0.527412615,SFG
-0.548362921,0.072410819,SFG
-0.380922044,-0.552154846,SFG
-0.362238281,-0.369725815,SFG
0.111839539,0.815505418,AGN
-0.484879539,-0.196687386,SFG
-0.581806787,-0.156802237,SFG
-0.433992777,-0.500457541,SFG
-0.543318248,0.502308637,SFG
-0.885799503,0.349617169,SFG
-0.4792995,-0.383623527,SFG
-0.090865951,0.062783972,AGN
-0.430472343,-0.407613666,SFG
-0.411809721,-0.307772231,SFG
-0.140725701,-0.610469494,SFG
-0.477709144,-0.035655374,SFG
-0.478315841,-0.821781267,SFG
-0.42928619,-0.611959386,SFG
-0.489049094,-0.796174791,SFG
-0.483534653,-0.556161566,SFG
-0.523881347,-1.006921418,SFG
-0.112307362,-0.801021278,SFG
-0.417190345,-0.393556019,SFG
-0.508452655,-0.627777786,SFG
-0.549563886,-1.281267139,SFG
-0.492504546,-1.172519814,SFG
-0.384299899,-0.774317237,SFG
-0.489098165,-0.584871761,SFG
-0.343191845,-0.887386739,SFG
-0.20411331,0.104595943,SFG
-0.503855539,-1.022272778,SFG
-0.403898668,-0.253293663,SFG
-0.345416496,-0.186870115,SFG
-0.274018952,-0.300055615,SFG
0.020052781,0.077397652,AGN
-0.118719096,-0.630562376,SFG
-0.037471512,0.338512009,AGN
-0.236308767,-0.148286262,SFG
-0.287067299,-0.604731815,SFG
-0.516595689,-0.425133558,SFG
-0.244563362,-0.394577149,SFG
-0.495372426,-0.731110865,SFG
-0.474963296,-0.381631876,SFG
0.290011769,0.203334153,AGN
-0.335060076,-0.529072044,SFG
-0.413489867,-0.272556353,SFG
-0.309889447,-0.127452961,SFG
-0.455359949,-0.46528037,SFG
-0.274992569,-0.895156082,SFG
-0.381103176,-0.632421086,SFG
-0.494666952,-0.161575873,SFG
-0.549324925,-0.179551292,SFG
-0.619922859,-0.044796247,SFG
-0.527706266,-0.40753854,SFG
-0.406865216,-0.584900107,SFG
-0.16544402,0.131835976,SFG
-0.623114947,-0.016515863,SFG
-0.354104947,-0.31339253,SFG
-0.494931482,-0.426772755,SFG
-0.848439339,0.183613848,SFG
-0.113668781,0.303642908,AGN
-0.351085185,0.162097444,SFG
-0.557480628,0.075705046,SFG
-0.419293512,-0.031776812,SFG
-0.014240442,0.247795298,AGN
0.205806882,0.316406642,AGN
-0.058141269,0.2687661,AGN
-0.461893529,-0.547310644,SFG
-0.136562326,0.16925104,AGN
0.20206601,0.203128738,AGN
-0.328447107,-0.177908666,SFG
-0.538742167,-0.13983366,SFG
-0.448918479,-0.474397245,SFG
-0.455485101,-0.291338887,SFG
-0.652812575,0.04599193,SFG
-0.307138838,-0.360519594,SFG
-1.0388221,0.028015034,SFG
-0.142939324,0.04820148,SFG
-0.19975166,-0.213127959,SFG
-0.520978917,-0.201960659,SFG
-0.637753685,0.208923585,SFG
-0.569975619,-0.130381411,SFG
-0.50706105,-0.519481167,SFG
-0.250041758,-0.445934034,SFG
-0.766637644,0.172349389,SFG
-0.632490265,0.021945502,SFG
-0.968824348,0.275470126,SFG
-0.307395194,-0.133892937,SFG
-0.497711952,-0.277126799,SFG
0.157281933,0.283408442,AGN
-0.598215834,-0.065312214,SFG
0.158808283,0.467456253,AGN
-0.749338926,0.263109423,SFG
-0.763811642,0.227062013,SFG
-0.67906278,0.010370079,SFG
-0.465070654,-0.601712077,SFG
-0.676631603,0.136884919,SFG
-0.660160558,0.020495218,SFG
-0.226146793,-0.164270655,SFG
-0.62138959,-0.000514968,SFG
-0.320787892,0.259100312,SFG
-0.398806731,-0.401756503,SFG
-0.689828583,0.082627405,SFG
-0.614066576,0.025719806,SFG
-0.53628358,-0.211240024,SFG
-0.601348019,-0.118626821,SFG
-0.969558459,0.36899138,SFG
-0.554514627,-0.093637616,SFG
-0.37806427,-0.175666514,SFG
-0.687126948,0.012621429,SFG
-0.111718707,-0.036106118,SFG
-0.38990282,-0.324868073,SFG
-0.684535704,-0.041096517,SFG
-0.193700046,-0.166649814,SFG
0.027591431,0.042959339,AGN
0.175936026,0.739880595,AGN
-0.028196839,0.002307758,AGN
-0.639888442,-0.034643064,SFG
-0.422821492,0.046591476,SFG
-0.44838451,-0.665920056,SFG
-0.322311096,-0.408862239,SFG
-0.493914134,-0.523490427,SFG
-0.659242167,-0.052848105,SFG
-0.292579343,-0.530190724,SFG
-0.2401847,-0.028202111,SFG
-0.832775474,0.187631525,SFG
0.00332952,-0.145333574,SFG
0.036245372,0.883304173,AGN
-0.391343993,-0.394219404,SFG
-0.113473898,0.212332046,AGN
-0.371365012,-0.430005141,SFG
-0.199110845,-0.136193665,SFG
-0.157854459,-0.030096222,SFG
